MonthYear,Station,Station_Type ,Entry_Exit,Trip
Apr-25,St Leonards  Station,Train,Entry,215062
Apr-25,St Marys  Station,Train,Exit,91037
Apr-25,St Marys  Station,Train,Entry,94301
Apr-25,St Peters  Station,Train,Exit,55113
Apr-25,St Peters  Station,Train,Entry,62526
Apr-25,Stanmore  Station,Train,Exit,57063
Apr-25,Stanmore  Station,Train,Entry,61730
Apr-25,Stanwell Park  Station,Train,Exit,1270
Apr-25,Stanwell Park  Station,Train,Entry,1402
Apr-25,Strathfield  Station,Train,Exit,544109
Apr-25,Strathfield  Station,Train,Entry,563618
Apr-25,Summer Hill  Station,Train,Exit,69040
Apr-25,Summer Hill  Station,Train,Entry,73013
Apr-25,Sutherland  Station,Train,Exit,144915
Apr-25,Sutherland  Station,Train,Entry,147139
Apr-25,Sydenham  Station,Shared,Exit,461312
Apr-25,Sydenham  Station,Shared,Entry,469436
Apr-25,Tahmoor  Station,Train,Exit,2917
Apr-25,Tahmoor  Station,Train,Entry,3355
Apr-25,Tallawong  Station,Metro,Exit,173841
Apr-25,Tallawong  Station,Metro,Entry,185449
Apr-25,Tallong  Station,Train,Exit,Less than 50
Apr-25,Tallong  Station,Train,Entry,Less than 50
Apr-25,Tarana  Station,Train,Exit,73
Apr-25,Tarana  Station,Train,Entry,119
Apr-25,Tarro  Station,Train,Exit,93
Apr-25,Tarro  Station,Train,Entry,102
Apr-25,Tascott  Station,Train,Exit,1773
Apr-25,Tascott  Station,Train,Entry,2257
Apr-25,Telarah  Station,Train,Exit,2456
Apr-25,Telarah  Station,Train,Entry,3044
Apr-25,Tempe  Station,Train,Exit,27404
Apr-25,Tempe  Station,Train,Entry,28368
Apr-25,Teralba  Station,Train,Exit,995
Apr-25,Teralba  Station,Train,Entry,1097
Apr-25,Thirroul  Station,Train,Exit,18512
Apr-25,Thirroul  Station,Train,Entry,19775
Apr-25,Thornleigh  Station,Train,Exit,35692
Apr-25,Thornleigh  Station,Train,Entry,37210
Apr-25,Thornton  Station,Train,Exit,4896
Apr-25,Thornton  Station,Train,Entry,5579
Apr-25,Toongabbie  Station,Train,Exit,60454
Apr-25,Toongabbie  Station,Train,Entry,63926
Apr-25,Town Hall  Station,Train,Exit,1571625
Apr-25,Town Hall  Station,Train,Entry,1678897
Apr-25,Towradgi  Station,Train,Exit,1303
Apr-25,Towradgi  Station,Train,Entry,1457
Apr-25,Tuggerah  Station,Train,Exit,24630
Apr-25,Tuggerah  Station,Train,Entry,26223
Apr-25,Turramurra  Station,Train,Exit,73236
Apr-25,Turramurra  Station,Train,Entry,77578
Apr-25,Turrella  Station,Train,Exit,21794
Apr-25,Turrella  Station,Train,Entry,23585
Apr-25,Unanderra  Station,Train,Exit,7705
Apr-25,Unanderra  Station,Train,Entry,8348
Apr-25,Valley Heights  Station,Train,Exit,1010
Apr-25,Valley Heights  Station,Train,Entry,1269
Apr-25,Victoria Cross  Station,Metro,Exit,366344
Apr-25,Victoria Cross  Station,Metro,Entry,379599
Apr-25,Victoria Street  Station,Train,Exit,5856
Apr-25,Victoria Street  Station,Train,Entry,6361
Apr-25,Villawood  Station,Train,Exit,11006
Apr-25,Villawood  Station,Train,Entry,11284
Apr-25,Vineyard  Station,Train,Exit,3275
Apr-25,Vineyard  Station,Train,Entry,3506
Apr-25,Wahroonga  Station,Train,Exit,36954
Apr-25,Wahroonga  Station,Train,Entry,38516
Apr-25,Waitara  Station,Train,Exit,56987
Apr-25,Waitara  Station,Train,Entry,60544
Apr-25,Wallarobba  Station,Train,Exit,Less than 50
Apr-25,Wallarobba  Station,Train,Entry,Less than 50
Apr-25,Warabrook  Station,Train,Exit,4862
Apr-25,Warabrook  Station,Train,Entry,4844
Apr-25,Waratah  Station,Train,Exit,3495
Apr-25,Waratah  Station,Train,Entry,3759
Apr-25,Warnervale  Station,Train,Exit,4606
Apr-25,Warnervale  Station,Train,Entry,5307
Apr-25,Warrawee  Station,Train,Exit,16578
Apr-25,Warrawee  Station,Train,Entry,17915
Apr-25,Warrimoo  Station,Train,Exit,2185
Apr-25,Warrimoo  Station,Train,Entry,2407
Apr-25,Warwick Farm  Station,Train,Exit,48866
Apr-25,Warwick Farm  Station,Train,Entry,53950
Apr-25,Waterfall  Station,Train,Exit,8019
Apr-25,Waterfall  Station,Train,Entry,7842
Apr-25,Waterloo  Station,Metro,Exit,132319
Apr-25,Waterloo  Station,Metro,Entry,138058
Apr-25,Waverton  Station,Train,Exit,35629
Apr-25,Waverton  Station,Train,Entry,40306
Apr-25,Wentworth Falls  Station,Train,Exit,9162
Apr-25,Wentworth Falls  Station,Train,Entry,9291
Apr-25,Wentworthville  Station,Train,Exit,82026
Apr-25,Wentworthville  Station,Train,Entry,86407
Apr-25,Werrington  Station,Train,Exit,25043
Apr-25,Werrington  Station,Train,Entry,28207
Apr-25,West Ryde  Station,Train,Exit,104591
Apr-25,West Ryde  Station,Train,Entry,104173
Apr-25,Westmead  Station,Train,Exit,136438
Apr-25,Westmead  Station,Train,Entry,145658
Apr-25,Windsor  Station,Train,Exit,15106
Apr-25,Windsor  Station,Train,Entry,15515
Apr-25,Wingello  Station,Train,Exit,Less than 50
Apr-25,Wingello  Station,Train,Entry,54
Apr-25,Wirragulla  Station,Train,Exit,Less than 50
Apr-25,Wirragulla  Station,Train,Entry,Less than 50
Apr-25,Wolli Creek  Station,Train,Exit,205386
Apr-25,Wolli Creek  Station,Train,Entry,204873
Apr-25,Wollongong  Station,Train,Exit,39237
Apr-25,Wollongong  Station,Train,Entry,39981
Apr-25,Wollstonecraft  Station,Train,Exit,39039
Apr-25,Wollstonecraft  Station,Train,Entry,42988
Apr-25,Wombarra  Station,Train,Exit,567
Apr-25,Wombarra  Station,Train,Entry,627
Apr-25,Wondabyne  Station,Train,Exit,492
Apr-25,Wondabyne  Station,Train,Entry,553
Apr-25,Woodford  Station,Train,Exit,1667
Apr-25,Woodford  Station,Train,Entry,1618
Apr-25,Woolooware  Station,Train,Exit,24320
Apr-25,Woolooware  Station,Train,Entry,26058
Apr-25,Woonona  Station,Train,Exit,1962
Apr-25,Woonona  Station,Train,Entry,2290
Apr-25,Woy Woy  Station,Train,Exit,76983
Apr-25,Woy Woy  Station,Train,Entry,76934
Apr-25,Wyee  Station,Train,Exit,5057
Apr-25,Wyee  Station,Train,Entry,5934
Apr-25,Wynyard  Station,Train,Exit,1047989
Apr-25,Wynyard  Station,Train,Entry,997923
Apr-25,Wyong  Station,Train,Exit,27244
Apr-25,Wyong  Station,Train,Entry,29322
Apr-25,Yagoona  Station,Train,Exit,18122
Apr-25,Yagoona  Station,Train,Entry,19763
Apr-25,Yennora  Station,Train,Exit,24457
Apr-25,Yennora  Station,Train,Entry,23626
Apr-25,Yerrinbool  Station,Train,Exit,317
Apr-25,Yerrinbool  Station,Train,Entry,380
Apr-25,Zig Zag  Station,Train,Exit,Less than 50
Apr-25,Zig Zag  Station,Train,Entry,Less than 50
May-25,Aberdeen  Station,Train,Exit,Less than 50
May-25,Aberdeen  Station,Train,Entry,Less than 50
May-25,Adamstown  Station,Train,Exit,1741
May-25,Adamstown  Station,Train,Entry,1847
May-25,Albion Park  Station,Train,Exit,6275
May-25,Albion Park  Station,Train,Entry,7131
May-25,Allawah  Station,Train,Exit,54277
May-25,Allawah  Station,Train,Entry,60942
May-25,Arncliffe  Station,Train,Exit,55953
May-25,Arncliffe  Station,Train,Entry,60557
May-25,Artarmon  Station,Train,Exit,95218
May-25,Artarmon  Station,Train,Entry,101297
May-25,Ashfield  Station,Train,Exit,258974
May-25,Ashfield  Station,Train,Entry,262075
May-25,Asquith  Station,Train,Exit,26048
May-25,Asquith  Station,Train,Entry,30247
May-25,Auburn  Station,Train,Exit,329638
May-25,Auburn  Station,Train,Entry,351292
May-25,Austinmer  Station,Train,Exit,1852
May-25,Austinmer  Station,Train,Entry,2294
May-25,Awaba  Station,Train,Exit,366
May-25,Awaba  Station,Train,Entry,435
May-25,Banksia  Station,Train,Exit,31330
May-25,Banksia  Station,Train,Entry,34754
May-25,Bankstown  Station,Train,Exit,453
May-25,Bankstown  Station,Train,Entry,371
May-25,Barangaroo  Station,Metro,Exit,231874
May-25,Barangaroo  Station,Metro,Entry,223494
May-25,Bardwell Park  Station,Train,Exit,19402
May-25,Bardwell Park  Station,Train,Entry,22666
May-25,Bargo  Station,Train,Exit,926
May-25,Bargo  Station,Train,Entry,1016
May-25,Bathurst  Station,Train,Exit,1691
May-25,Bathurst  Station,Train,Entry,2481
May-25,Beecroft  Station,Train,Exit,28893
May-25,Beecroft  Station,Train,Entry,30603
May-25,Bell  Station,Train,Exit,59
May-25,Bell  Station,Train,Entry,66
May-25,Bella Vista  Station,Metro,Exit,88465
May-25,Bella Vista  Station,Metro,Entry,90218
May-25,Bellambi  Station,Train,Exit,2244
May-25,Bellambi  Station,Train,Entry,2287
May-25,Berala  Station,Train,Exit,28816
May-25,Berala  Station,Train,Entry,34988
May-25,Beresfield  Station,Train,Exit,2306
May-25,Beresfield  Station,Train,Entry,2566
May-25,Berowra  Station,Train,Exit,23937
May-25,Berowra  Station,Train,Entry,26164
May-25,Berry  Station,Train,Exit,1574
May-25,Berry  Station,Train,Entry,1648
May-25,Beverly Hills  Station,Train,Exit,39456
May-25,Beverly Hills  Station,Train,Entry,44417
May-25,Bexley North  Station,Train,Exit,25866
May-25,Bexley North  Station,Train,Entry,28742
May-25,Birrong  Station,Train,Exit,Less than 50
May-25,Birrong  Station,Train,Entry,Less than 50
May-25,Blackheath  Station,Train,Exit,6599
May-25,Blackheath  Station,Train,Entry,6684
May-25,Blacktown  Station,Train,Exit,376724
May-25,Blacktown  Station,Train,Entry,360996
May-25,Blaxland  Station,Train,Exit,8624
May-25,Blaxland  Station,Train,Entry,9984
May-25,Bomaderry  Station,Train,Exit,5813
May-25,Bomaderry  Station,Train,Entry,6902
May-25,Bombo  Station,Train,Exit,662
May-25,Bombo  Station,Train,Entry,743
May-25,Bondi Junction  Station,Train,Exit,537784
May-25,Bondi Junction  Station,Train,Entry,546305
May-25,Booragul  Station,Train,Exit,551
May-25,Booragul  Station,Train,Entry,567
May-25,Bowral  Station,Train,Exit,4592
May-25,Bowral  Station,Train,Entry,4942
May-25,Branxton  Station,Train,Exit,128
May-25,Branxton  Station,Train,Entry,170
May-25,Broadmeadow  Station,Train,Exit,16042
May-25,Broadmeadow  Station,Train,Entry,17825
May-25,Bullaburra  Station,Train,Exit,882
May-25,Bullaburra  Station,Train,Entry,1070
May-25,Bulli  Station,Train,Exit,3026
May-25,Bulli  Station,Train,Entry,3482
May-25,Bundanoon  Station,Train,Exit,203
May-25,Bundanoon  Station,Train,Entry,287
May-25,Burradoo  Station,Train,Exit,218
May-25,Burradoo  Station,Train,Entry,162
May-25,Burwood  Station,Train,Exit,505135
May-25,Burwood  Station,Train,Entry,490121
May-25,Cabramatta  Station,Train,Exit,168881
May-25,Cabramatta  Station,Train,Entry,173673
May-25,Campbelltown  Station,Train,Exit,128655
May-25,Campbelltown  Station,Train,Entry,130553
May-25,Canley Vale  Station,Train,Exit,46418
May-25,Canley Vale  Station,Train,Entry,53278
May-25,Cardiff  Station,Train,Exit,15197
May-25,Cardiff  Station,Train,Entry,16968
May-25,Caringbah  Station,Train,Exit,56085
May-25,Caringbah  Station,Train,Entry,59754
May-25,Carlton  Station,Train,Exit,58889
May-25,Carlton  Station,Train,Entry,64633
May-25,Carramar  Station,Train,Exit,10532
May-25,Carramar  Station,Train,Entry,12833
May-25,Castle Hill  Station,Metro,Exit,206521
May-25,Castle Hill  Station,Metro,Entry,196284
May-25,Casula  Station,Train,Exit,7885
May-25,Casula  Station,Train,Entry,9290
May-25,Central  Station,Shared,Exit,2173381
May-25,Central  Station,Shared,Entry,2078247
May-25,Chatswood  Station,Shared,Exit,873307
May-25,Chatswood  Station,Shared,Entry,841191
May-25,Cheltenham  Station,Train,Exit,19265
May-25,Cheltenham  Station,Train,Entry,23679
May-25,Cherrybrook  Station,Metro,Exit,124145
May-25,Cherrybrook  Station,Metro,Entry,130925
May-25,Chester Hill  Station,Train,Exit,21422
May-25,Chester Hill  Station,Train,Entry,23479
May-25,Circular Quay  Station,Train,Exit,502536
May-25,Circular Quay  Station,Train,Entry,558870
May-25,Clarendon  Station,Train,Exit,3863
May-25,Clarendon  Station,Train,Entry,3060
May-25,Clyde  Station,Train,Exit,20198
May-25,Clyde  Station,Train,Entry,21549
May-25,Coalcliff  Station,Train,Exit,423
May-25,Coalcliff  Station,Train,Entry,332
May-25,Cockle Creek  Station,Train,Exit,1021
May-25,Cockle Creek  Station,Train,Entry,904
May-25,Coledale  Station,Train,Exit,683
May-25,Coledale  Station,Train,Entry,789
May-25,Como  Station,Train,Exit,12665
May-25,Como  Station,Train,Entry,15080
May-25,Concord West  Station,Train,Exit,41524
May-25,Concord West  Station,Train,Entry,44994
May-25,Coniston  Station,Train,Exit,5127
May-25,Coniston  Station,Train,Entry,5368
May-25,Corrimal  Station,Train,Exit,2644
May-25,Corrimal  Station,Train,Entry,3064
May-25,Cowan  Station,Train,Exit,1152
May-25,Cowan  Station,Train,Entry,1085
May-25,Cringila  Station,Train,Exit,456
May-25,Cringila  Station,Train,Entry,482
May-25,Cronulla  Station,Train,Exit,54613
May-25,Cronulla  Station,Train,Entry,55314
May-25,Crows Nest  Station,Metro,Exit,292219
May-25,Crows Nest  Station,Metro,Entry,291045
May-25,Croydon  Station,Train,Exit,47154
May-25,Croydon  Station,Train,Entry,53663
May-25,Dapto  Station,Train,Exit,10339
May-25,Dapto  Station,Train,Entry,11656
May-25,Denistone  Station,Train,Exit,10665
May-25,Denistone  Station,Train,Entry,12228
May-25,Domestic Bus,Train,Exit,736
May-25,Domestic Bus,Train,Entry,909
May-25,Domestic  Station,Train,Exit,169515
May-25,Domestic  Station,Train,Entry,199644
May-25,Doonside  Station,Train,Exit,55282
May-25,Doonside  Station,Train,Entry,64282
May-25,Dora Creek  Station,Train,Exit,778
May-25,Dora Creek  Station,Train,Entry,824
May-25,Douglas Park  Station,Train,Exit,422
May-25,Douglas Park  Station,Train,Entry,440
May-25,Dungog  Station,Train,Exit,225
May-25,Dungog  Station,Train,Entry,298
May-25,East Hills  Station,Train,Exit,16718
May-25,East Hills  Station,Train,Entry,18678
May-25,East Maitland  Station,Train,Exit,476
May-25,East Maitland  Station,Train,Entry,586
May-25,East Richmond  Station,Train,Exit,6407
May-25,East Richmond  Station,Train,Entry,5024
May-25,Eastwood  Station,Train,Exit,160770
May-25,Eastwood  Station,Train,Entry,159531
May-25,Edgecliff  Station,Train,Exit,189869
May-25,Edgecliff  Station,Train,Entry,197830
May-25,Edmondson Park  Station,Train,Exit,90890
May-25,Edmondson Park  Station,Train,Entry,95968
May-25,Emu Plains  Station,Train,Exit,22711
May-25,Emu Plains  Station,Train,Entry,25228
May-25,Engadine  Station,Train,Exit,25429
May-25,Engadine  Station,Train,Entry,27188
May-25,Epping  Station,Shared,Exit,389861
May-25,Epping  Station,Shared,Entry,393781
May-25,Erskineville  Station,Train,Exit,49920
May-25,Erskineville  Station,Train,Entry,55432
May-25,Exeter  Station,Train,Exit,70
May-25,Exeter  Station,Train,Entry,129
May-25,Fairfield  Station,Train,Exit,131237
May-25,Fairfield  Station,Train,Entry,137289
May-25,Fairy Meadow  Station,Train,Exit,2529
May-25,Fairy Meadow  Station,Train,Entry,2794
May-25,Fassifern  Station,Train,Exit,9943
May-25,Fassifern  Station,Train,Entry,11058
May-25,Faulconbridge  Station,Train,Exit,1734
May-25,Faulconbridge  Station,Train,Entry,1858
May-25,Flemington  Station,Train,Exit,114501
May-25,Flemington  Station,Train,Entry,122020
May-25,Gadigal  Station,Metro,Exit,499475
May-25,Gadigal  Station,Metro,Entry,490045
May-25,Gerringong  Station,Train,Exit,1061
May-25,Gerringong  Station,Train,Entry,1012
May-25,Glenbrook  Station,Train,Exit,7394
May-25,Glenbrook  Station,Train,Entry,8402
May-25,Glenfield  Station,Train,Exit,138441
May-25,Glenfield  Station,Train,Entry,146139
May-25,Gordon  Station,Train,Exit,159380
May-25,Gordon  Station,Train,Entry,163896
May-25,Gosford  Station,Train,Exit,99092
May-25,Gosford  Station,Train,Entry,98924
May-25,Goulburn  Station,Train,Exit,770
May-25,Goulburn  Station,Train,Entry,1051
May-25,Granville  Station,Train,Exit,166526
May-25,Granville  Station,Train,Entry,175344
May-25,Green Square  Station,Train,Exit,194210
May-25,Green Square  Station,Train,Entry,201919
May-25,Greta  Station,Train,Exit,Less than 50
May-25,Greta  Station,Train,Entry,Less than 50
May-25,Guildford  Station,Train,Exit,55182
May-25,Guildford  Station,Train,Entry,64107
May-25,Gymea  Station,Train,Exit,40569
May-25,Gymea  Station,Train,Entry,44013
May-25,Hamilton  Station,Train,Exit,12146
May-25,Hamilton  Station,Train,Entry,12306
May-25,Harris Park  Station,Train,Exit,62718
May-25,Harris Park  Station,Train,Entry,61823
May-25,Hawkesbury River  Station,Train,Exit,4847
May-25,Hawkesbury River  Station,Train,Entry,5150
May-25,Hazelbrook  Station,Train,Exit,5429
May-25,Hazelbrook  Station,Train,Entry,5795
May-25,Heathcote  Station,Train,Exit,10600
May-25,Heathcote  Station,Train,Entry,10880
May-25,Helensburgh  Station,Train,Exit,8755
May-25,Helensburgh  Station,Train,Entry,9696
May-25,Hexham  Station,Train,Exit,100
May-25,Hexham  Station,Train,Entry,89
May-25,High Street  Station,Train,Exit,337
May-25,High Street  Station,Train,Entry,225
May-25,Hilldale  Station,Train,Exit,Less than 50
May-25,Hilldale  Station,Train,Entry,Less than 50
May-25,Hills Showground  Station,Metro,Exit,108684
May-25,Hills Showground  Station,Metro,Entry,112767
May-25,Holsworthy  Station,Train,Exit,59612
May-25,Holsworthy  Station,Train,Entry,63490
May-25,Homebush  Station,Train,Exit,83582
May-25,Homebush  Station,Train,Entry,90465
May-25,Hornsby  Station,Train,Exit,286000
May-25,Hornsby  Station,Train,Entry,280542
May-25,Hurstville  Station,Train,Exit,481297
May-25,Hurstville  Station,Train,Entry,476522
May-25,Ingleburn  Station,Train,Exit,66022
May-25,Ingleburn  Station,Train,Entry,67864
May-25,International Bus,Train,Exit,889
May-25,International Bus,Train,Entry,1559
May-25,International  Station,Train,Exit,111253
May-25,International  Station,Train,Entry,121323
May-25,Jannali  Station,Train,Exit,52454
May-25,Jannali  Station,Train,Entry,55184
May-25,Katoomba  Station,Train,Exit,28379
May-25,Katoomba  Station,Train,Entry,28114
May-25,Kellyville  Station,Metro,Exit,108679
May-25,Kellyville  Station,Metro,Entry,109227
May-25,Kembla Grange  Station,Train,Exit,73
May-25,Kembla Grange  Station,Train,Entry,53
May-25,Kiama  Station,Train,Exit,12103
May-25,Kiama  Station,Train,Entry,12386
May-25,Killara  Station,Train,Exit,43683
May-25,Killara  Station,Train,Entry,47079
May-25,Kings Cross  Station,Train,Exit,357637
May-25,Kings Cross  Station,Train,Entry,346211
May-25,Kingsgrove  Station,Train,Exit,45897
May-25,Kingsgrove  Station,Train,Entry,48598
May-25,Kingswood  Station,Train,Exit,46012
May-25,Kingswood  Station,Train,Entry,50209
May-25,Kirrawee  Station,Train,Exit,39790
May-25,Kirrawee  Station,Train,Entry,41625
May-25,Kogarah  Station,Train,Exit,242080
May-25,Kogarah  Station,Train,Entry,253082
May-25,Koolewong  Station,Train,Exit,1088
May-25,Koolewong  Station,Train,Entry,1501
May-25,Kotara  Station,Train,Exit,1167
May-25,Kotara  Station,Train,Entry,1011
May-25,Lapstone  Station,Train,Exit,1625
May-25,Lapstone  Station,Train,Entry,1777
May-25,Lawson  Station,Train,Exit,3001
May-25,Lawson  Station,Train,Entry,3099
May-25,Leightonfield  Station,Train,Exit,4660
May-25,Leightonfield  Station,Train,Entry,4839
May-25,Leppington  Station,Train,Exit,90350
May-25,Leppington  Station,Train,Entry,95622
May-25,Leumeah  Station,Train,Exit,51782
May-25,Leumeah  Station,Train,Entry,55064
May-25,Leura  Station,Train,Exit,8094
May-25,Leura  Station,Train,Entry,9955
May-25,Lewisham  Station,Train,Exit,53857
May-25,Lewisham  Station,Train,Entry,59672
May-25,Lidcombe  Station,Train,Exit,386016
May-25,Lidcombe  Station,Train,Entry,381416
May-25,Linden  Station,Train,Exit,312
May-25,Linden  Station,Train,Entry,379
May-25,Lindfield  Station,Train,Exit,86946
May-25,Lindfield  Station,Train,Entry,89855
May-25,Lisarow  Station,Train,Exit,2732
May-25,Lisarow  Station,Train,Entry,3195
May-25,Lithgow  Station,Train,Exit,4981
May-25,Lithgow  Station,Train,Entry,5348
May-25,Liverpool  Station,Train,Exit,194807
May-25,Liverpool  Station,Train,Entry,199039
May-25,Lochinvar  Station,Train,Exit,Less than 50
May-25,Lochinvar  Station,Train,Entry,Less than 50
May-25,Loftus  Station,Train,Exit,8481
May-25,Loftus  Station,Train,Entry,9322
May-25,Lysaghts  Station,Train,Exit,Less than 50
May-25,Lysaghts  Station,Train,Entry,Less than 50
May-25,Macarthur  Station,Train,Exit,64903
May-25,Macarthur  Station,Train,Entry,67358
May-25,Macdonaldtown  Station,Train,Exit,25680
May-25,Macdonaldtown  Station,Train,Entry,26525
May-25,Macquarie Fields  Station,Train,Exit,19329
May-25,Macquarie Fields  Station,Train,Entry,21443
May-25,Macquarie Park  Station,Metro,Exit,126337
May-25,Macquarie Park  Station,Metro,Entry,125462
May-25,Macquarie University  Station,Metro,Exit,430387
May-25,Macquarie University  Station,Metro,Entry,423387
May-25,Maitland  Station,Train,Exit,6137
May-25,Maitland  Station,Train,Entry,6654
May-25,Marayong  Station,Train,Exit,20179
May-25,Marayong  Station,Train,Entry,23223
May-25,Martin Place  Station,Shared,Exit,992408
May-25,Martin Place  Station,Shared,Entry,885784
May-25,Martins Creek  Station,Train,Exit,Less than 50
May-25,Martins Creek  Station,Train,Entry,Less than 50
May-25,Marulan  Station,Train,Exit,Less than 50
May-25,Marulan  Station,Train,Entry,Less than 50
May-25,Mascot  Station,Train,Exit,346633
May-25,Mascot  Station,Train,Entry,348877
May-25,Meadowbank  Station,Train,Exit,104433
May-25,Meadowbank  Station,Train,Entry,118039
May-25,Medlow Bath  Station,Train,Exit,737
May-25,Medlow Bath  Station,Train,Entry,835
May-25,Menangle Park  Station,Train,Exit,384
May-25,Menangle Park  Station,Train,Entry,357
May-25,Menangle  Station,Train,Exit,329
May-25,Menangle  Station,Train,Entry,291
May-25,Merrylands  Station,Train,Exit,131396
May-25,Merrylands  Station,Train,Entry,138903
May-25,Metford  Station,Train,Exit,1030
May-25,Metford  Station,Train,Entry,1118
May-25,Milsons Point  Station,Train,Exit,169041
May-25,Milsons Point  Station,Train,Entry,159414
May-25,Mindaribba  Station,Train,Exit,Less than 50
May-25,Mindaribba  Station,Train,Entry,Less than 50
May-25,Minnamurra  Station,Train,Exit,2069
May-25,Minnamurra  Station,Train,Entry,2329
May-25,Minto  Station,Train,Exit,60901
May-25,Minto  Station,Train,Entry,65073
May-25,Miranda  Station,Train,Exit,82590
May-25,Miranda  Station,Train,Entry,80236
May-25,Mittagong  Station,Train,Exit,3419
May-25,Mittagong  Station,Train,Entry,3779
May-25,Morisset  Station,Train,Exit,14712
May-25,Morisset  Station,Train,Entry,16253
May-25,Mortdale  Station,Train,Exit,73537
May-25,Mortdale  Station,Train,Entry,80954
May-25,Moss Vale  Station,Train,Exit,2798
May-25,Moss Vale  Station,Train,Entry,3178
May-25,Mount Colah  Station,Train,Exit,11657
May-25,Mount Colah  Station,Train,Entry,13319
May-25,Mount Druitt  Station,Train,Exit,137283
May-25,Mount Druitt  Station,Train,Entry,140853
May-25,Mount Kuring-gai  Station,Train,Exit,4397
May-25,Mount Kuring-gai  Station,Train,Entry,4862
May-25,Mount Victoria  Station,Train,Exit,2441
May-25,Mount Victoria  Station,Train,Entry,2523
May-25,Mulgrave  Station,Train,Exit,5339
May-25,Mulgrave  Station,Train,Entry,5707
May-25,Museum  Station,Train,Exit,221003
May-25,Museum  Station,Train,Entry,184765
May-25,Muswellbrook  Station,Train,Exit,325
May-25,Muswellbrook  Station,Train,Entry,397
May-25,Narara  Station,Train,Exit,3845
May-25,Narara  Station,Train,Entry,4673
May-25,Narwee  Station,Train,Exit,35147
May-25,Narwee  Station,Train,Entry,40120
May-25,Newcastle Interchange Station,Train,Exit,32970
May-25,Newcastle Interchange Station,Train,Entry,33148
May-25,Newtown  Station,Train,Exit,272117
May-25,Newtown  Station,Train,Entry,240570
May-25,Niagara Park  Station,Train,Exit,1902
May-25,Niagara Park  Station,Train,Entry,2187
May-25,Normanhurst  Station,Train,Exit,22558
May-25,Normanhurst  Station,Train,Entry,28338
May-25,North Ryde  Station,Metro,Exit,90235
May-25,North Ryde  Station,Metro,Entry,91307
May-25,North Strathfield  Station,Train,Exit,57769
May-25,North Strathfield  Station,Train,Entry,60210
May-25,North Sydney  Station,Train,Exit,261285
May-25,North Sydney  Station,Train,Entry,238407
May-25,North Wollongong  Station,Train,Exit,34256
May-25,North Wollongong  Station,Train,Entry,35197
May-25,Norwest  Station,Metro,Exit,84948
May-25,Norwest  Station,Metro,Entry,85416
May-25,Oak Flats  Station,Train,Exit,8838
May-25,Oak Flats  Station,Train,Entry,10237
May-25,Oatley  Station,Train,Exit,41659
May-25,Oatley  Station,Train,Entry,44939
May-25,Olympic Park  Station,Train,Exit,91558
May-25,Olympic Park  Station,Train,Entry,86291
May-25,Otford  Station,Train,Exit,769
May-25,Otford  Station,Train,Entry,864
May-25,Ourimbah  Station,Train,Exit,3915
May-25,Ourimbah  Station,Train,Entry,4223
May-25,Padstow  Station,Train,Exit,50959
May-25,Padstow  Station,Train,Entry,54540
May-25,Panania  Station,Train,Exit,32595
May-25,Panania  Station,Train,Entry,35735
May-25,Parramatta  Station,Train,Exit,978383
May-25,Parramatta  Station,Train,Entry,958672
May-25,Paterson  Station,Train,Exit,65
May-25,Paterson  Station,Train,Entry,99
May-25,Pendle Hill  Station,Train,Exit,66979
May-25,Pendle Hill  Station,Train,Entry,73563
May-25,Pennant Hills  Station,Train,Exit,38017
May-25,Pennant Hills  Station,Train,Entry,40479
May-25,Penrith  Station,Train,Exit,168516
May-25,Penrith  Station,Train,Entry,165267
May-25,Penrose  Station,Train,Exit,Less than 50
May-25,Penrose  Station,Train,Entry,Less than 50
May-25,Penshurst  Station,Train,Exit,59998
May-25,Penshurst  Station,Train,Entry,70105
May-25,Petersham  Station,Train,Exit,75169
May-25,Petersham  Station,Train,Entry,78985
May-25,Picton  Station,Train,Exit,2656
May-25,Picton  Station,Train,Entry,3010
May-25,Point Clare  Station,Train,Exit,2704
May-25,Point Clare  Station,Train,Entry,3362
May-25,Port Kembla North  Station,Train,Exit,263
May-25,Port Kembla North  Station,Train,Entry,344
May-25,Port Kembla  Station,Train,Exit,1371
May-25,Port Kembla  Station,Train,Entry,1609
May-25,Pymble  Station,Train,Exit,45515
May-25,Pymble  Station,Train,Entry,50569
May-25,Quakers Hill  Station,Train,Exit,49148
May-25,Quakers Hill  Station,Train,Entry,57641
May-25,Redfern  Station,Train,Exit,705705
May-25,Redfern  Station,Train,Entry,652377
May-25,Regents Park  Station,Train,Exit,29004
May-25,Regents Park  Station,Train,Entry,33422
May-25,Revesby  Station,Train,Exit,117223
May-25,Revesby  Station,Train,Entry,121660
May-25,Rhodes  Station,Train,Exit,216604
May-25,Rhodes  Station,Train,Entry,225553
May-25,Richmond  Station,Train,Exit,14226
May-25,Richmond  Station,Train,Entry,17453
May-25,Riverstone  Station,Train,Exit,26507
May-25,Riverstone  Station,Train,Entry,28780
May-25,Riverwood  Station,Train,Exit,67261
May-25,Riverwood  Station,Train,Entry,72873
May-25,Rockdale  Station,Train,Exit,225912
May-25,Rockdale  Station,Train,Entry,234211
May-25,Rooty Hill  Station,Train,Exit,76179
